Sample,gene_name,Locus,Scaled reads per base,tpm,Genotype,Timepoint
ERS3382243,NA,IONPJBJN_02056,6515.87331704915,419.382034163949,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02056,7723.1612717752,494.368469922981,tvr_rare,20 min post-CSP
ERS3382227,mtnN,IONPJBJN_02057,5755.85680478062,220.973443681158,tvr_domi,Pre-CSP
ERS3382228,mtnN,IONPJBJN_02057,5734.26573215698,219.134295135686,tvr_domi,10 min post-CSP
ERS3382229,mtnN,IONPJBJN_02057,5916.06979589252,225.698799779878,tvr_domi,20 min post-CSP
ERS3382230,mtnN,IONPJBJN_02057,6283.56184565958,240.921008110765,tvr_rare,Pre-CSP
ERS3382231,mtnN,IONPJBJN_02057,3656.30197730743,139.068615542881,tvr_rare,10 min post-CSP
ERS3382232,mtnN,IONPJBJN_02057,3640.10319998228,139.455831282248,tvr_rare,20 min post-CSP
ERS3382233,mtnN,IONPJBJN_02057,4697.15658787673,178.128762623685,tvr_domi,Pre-CSP
ERS3382234,mtnN,IONPJBJN_02057,5568.87785470766,213.926635631127,tvr_domi,10 min post-CSP
ERS3382235,mtnN,IONPJBJN_02057,5324.93636008352,202.334319695081,tvr_domi,20 min post-CSP
ERS3382236,mtnN,IONPJBJN_02057,7653.73809314551,291.742784709547,tvr_rare,Pre-CSP
ERS3382237,mtnN,IONPJBJN_02057,4489.67723726287,172.571394978217,tvr_rare,10 min post-CSP
ERS3382238,mtnN,IONPJBJN_02057,4705.64368132772,180.613952810616,tvr_rare,20 min post-CSP
ERS3382239,mtnN,IONPJBJN_02057,5540.4203557372,211.486068233771,tvr_domi,Pre-CSP
ERS3382240,mtnN,IONPJBJN_02057,4839.05826417503,185.085591767788,tvr_domi,10 min post-CSP
ERS3382241,mtnN,IONPJBJN_02057,4260.85086871578,162.770398276081,tvr_domi,20 min post-CSP
ERS3382242,mtnN,IONPJBJN_02057,8307.71001822396,317.796138211441,tvr_rare,Pre-CSP
ERS3382243,mtnN,IONPJBJN_02057,5203.68793859413,199.094397063696,tvr_rare,10 min post-CSP
ERS3382244,mtnN,IONPJBJN_02057,4698.46705470711,180.965553018302,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02058,1884.39383325452,261.903908265009,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02058,1837.2587405831,263.945938199261,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02058,1626.82504890233,240.675235368979,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02058,1220.7883991318,183.072390634161,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02058,875.728912613633,123.141941555136,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02058,822.735563391806,118.652955438001,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02058,1110.98647251911,155.819174293299,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02058,1142.53878511219,156.097594197971,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02058,1067.28700896059,154.843123697673,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02058,1854.0594566873,272.182214402583,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02058,1049.92649593507,144.997769942111,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02058,1244.39964252274,173.974943887201,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02058,1499.57023494163,211.355829916014,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02058,1370.25223446703,192.289754385888,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02058,1377.52279022185,190.516458719751,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02058,2210.56737799566,312.064297117341,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02058,1220.20099570209,168.105176657573,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02058,1474.02887990811,199.132676233635,tvr_rare,20 min post-CSP
ERS3382227,nudF,IONPJBJN_02059,4344.97731936955,239.881091065924,tvr_domi,Pre-CSP
ERS3382228,nudF,IONPJBJN_02059,4039.21678173138,223.946970737435,tvr_domi,10 min post-CSP
ERS3382229,nudF,IONPJBJN_02059,3967.89658918231,221.148971545022,tvr_domi,20 min post-CSP
ERS3382230,nudF,IONPJBJN_02059,3399.2012311155,190.643385556238,tvr_rare,Pre-CSP
ERS3382231,nudF,IONPJBJN_02059,1970.83594386571,107.855959279028,tvr_rare,10 min post-CSP
ERS3382232,nudF,IONPJBJN_02059,1883.2617713249,104.063856304625,tvr_rare,20 min post-CSP
ERS3382233,nudF,IONPJBJN_02059,2897.20147250566,158.232800303887,tvr_domi,Pre-CSP
ERS3382234,nudF,IONPJBJN_02059,2659.455913398,145.688089009169,tvr_domi,10 min post-CSP
ERS3382235,nudF,IONPJBJN_02059,2654.10550024579,146.205061320365,tvr_domi,20 min post-CSP
ERS3382236,nudF,IONPJBJN_02059,4799.06276000161,265.910621797558,tvr_rare,Pre-CSP
ERS3382237,nudF,IONPJBJN_02059,2343.71260874694,128.65266613541,tvr_rare,10 min post-CSP
ERS3382238,nudF,IONPJBJN_02059,2824.85128563846,155.450414186168,tvr_rare,20 min post-CSP
ERS3382239,nudF,IONPJBJN_02059,3378.64236335721,184.940381128051,tvr_domi,Pre-CSP
ERS3382240,nudF,IONPJBJN_02059,3134.19634226974,172.049744662299,tvr_domi,10 min post-CSP
ERS3382241,nudF,IONPJBJN_02059,3006.65545859373,164.126452539659,tvr_domi,20 min post-CSP
ERS3382242,nudF,IONPJBJN_02059,5545.63094265066,305.698334043403,tvr_rare,Pre-CSP
ERS3382243,nudF,IONPJBJN_02059,2763.28594718996,151.067161122579,tvr_rare,10 min post-CSP
ERS3382244,nudF,IONPJBJN_02059,3237.48267816102,176.441188952097,tvr_rare,20 min post-CSP
ERS3382227,glmU,IONPJBJN_02060,14263.4117840188,221.587007795796,tvr_domi,Pre-CSP
ERS3382228,glmU,IONPJBJN_02060,13317.2587363614,202.461606879863,tvr_domi,10 min post-CSP
ERS3382229,glmU,IONPJBJN_02060,13600.8097259697,203.512487888126,tvr_domi,20 min post-CSP
ERS3382230,glmU,IONPJBJN_02060,13950.8231171957,208.879005725991,tvr_rare,Pre-CSP
ERS3382231,glmU,IONPJBJN_02060,6815.88195428309,104.847192224584,tvr_rare,10 min post-CSP
ERS3382232,glmU,IONPJBJN_02060,8483.20632741185,130.474734151197,tvr_rare,20 min post-CSP
ERS3382233,glmU,IONPJBJN_02060,11802.7591152958,181.815000011838,tvr_domi,Pre-CSP
ERS3382234,glmU,IONPJBJN_02060,8892.62704776129,139.343037258605,tvr_domi,10 min post-CSP
ERS3382235,glmU,IONPJBJN_02060,11258.2576753238,169.675428806045,tvr_domi,20 min post-CSP
ERS3382236,glmU,IONPJBJN_02060,17144.4044762219,257.435898475005,tvr_rare,Pre-CSP
ERS3382237,glmU,IONPJBJN_02060,7752.96229219618,119.875465873852,tvr_rare,10 min post-CSP
ERS3382238,glmU,IONPJBJN_02060,10946.8710274904,169.610477456956,tvr_rare,20 min post-CSP
ERS3382239,glmU,IONPJBJN_02060,12191.690383465,186.787098370966,tvr_domi,Pre-CSP
ERS3382240,glmU,IONPJBJN_02060,11397.1808987884,175.807571987053,tvr_domi,10 min post-CSP
ERS3382241,glmU,IONPJBJN_02060,10126.0588160513,157.618867678949,tvr_domi,20 min post-CSP
ERS3382242,glmU,IONPJBJN_02060,19567.3637947939,299.116776409983,tvr_rare,Pre-CSP
ERS3382243,glmU,IONPJBJN_02060,8971.29316686196,139.40501411006,tvr_rare,10 min post-CSP
ERS3382244,glmU,IONPJBJN_02060,11108.2098942191,176.538874924521,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02061,5079.40773643285,162.06399229511,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02061,5956.75524256468,188.344097315746,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02061,4768.75645121911,149.856345312305,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02061,5084.70377705111,160.418734897521,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02061,3249.64985495324,102.717366742667,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02061,3632.07651155895,115.450044761029,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02061,4624.53026370145,145.887856890095,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02061,3667.3098067587,117.35330941478,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02061,4618.2899173241,145.240915267981,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02061,4352.09504553772,136.834477339193,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02061,2921.88159130578,93.2053140959416,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02061,3555.55836049729,113.306488271634,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02061,3592.97642869979,113.694043120637,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02061,4379.46702964608,139.055925791643,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02061,3421.78422910823,108.738166802806,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02061,4714.97295552039,149.481921446677,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02061,2792.3830478567,88.9306274168181,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02061,3324.71779439452,107.002270649464,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02062,9170.71665517198,266.985553035434,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02062,10372.1398563256,298.776472650646,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02062,10755.1211566321,307.273340750728,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02062,4413.21794245594,126.521528162756,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02062,2858.15800909032,82.4379535907897,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02062,2982.91808532175,86.4496811155538,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02062,5344.90488457515,153.905131085303,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02062,4050.81932903412,118.428410661048,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02062,5332.25370490499,152.69499404469,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02062,4784.26766143921,136.865660521317,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02062,2754.28352734317,80.1457472663914,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02062,3472.23211511865,101.016643049254,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02062,4181.43483032135,120.662439716735,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02062,5133.9010957208,148.649223728886,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02062,4951.26396981019,143.693766699586,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02062,5589.70667258002,161.410401304722,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02062,3005.4489140293,87.3657892104296,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02062,3412.76819208814,100.433643652635,tvr_rare,20 min post-CSP
ERS3382227,ybaK,IONPJBJN_02063,4644.54762106642,311.376793229456,tvr_domi,Pre-CSP
ERS3382228,ybaK,IONPJBJN_02063,5394.79720081329,365.515798205695,tvr_domi,10 min post-CSP
ERS3382229,ybaK,IONPJBJN_02063,5327.34992865857,363.645504109507,tvr_domi,20 min post-CSP
ERS3382230,ybaK,IONPJBJN_02063,2441.5767982636,167.997037060192,tvr_rare,Pre-CSP
ERS3382231,ybaK,IONPJBJN_02063,2057.33869796298,137.007311807004,tvr_rare,10 min post-CSP
ERS3382232,ybaK,IONPJBJN_02063,2017.70880241576,136.329067768913,tvr_rare,20 min post-CSP
ERS3382233,ybaK,IONPJBJN_02063,2869.72124173664,190.819452449287,tvr_domi,Pre-CSP
ERS3382234,ybaK,IONPJBJN_02063,2580.69949364501,171.613768992249,tvr_domi,10 min post-CSP
ERS3382235,ybaK,IONPJBJN_02063,2675.01219973571,180.63929633247,tvr_domi,20 min post-CSP
ERS3382236,ybaK,IONPJBJN_02063,2762.01129477944,187.77873422398,tvr_rare,Pre-CSP
ERS3382237,ybaK,IONPJBJN_02063,1977.47980231013,131.504741895351,tvr_rare,10 min post-CSP
ERS3382238,ybaK,IONPJBJN_02063,2002.57690816574,134.000707251459,tvr_rare,20 min post-CSP
ERS3382239,ybaK,IONPJBJN_02063,2396.08584158962,159.46237890257,tvr_domi,Pre-CSP
ERS3382240,ybaK,IONPJBJN_02063,2848.44307778511,190.61046571313,tvr_domi,10 min post-CSP
ERS3382241,ybaK,IONPJBJN_02063,2846.43997819623,188.476273234103,tvr_domi,20 min post-CSP
ERS3382242,ybaK,IONPJBJN_02063,2947.42317066087,198.018437477403,tvr_rare,Pre-CSP
ERS3382243,ybaK,IONPJBJN_02063,1931.67203781146,128.171544472313,tvr_rare,10 min post-CSP
ERS3382244,ybaK,IONPJBJN_02063,2239.57817096659,147.445611732425,tvr_rare,20 min post-CSP
ERS3382227,pspB,IONPJBJN_02064,7195.72696454946,325.306029318447,tvr_domi,Pre-CSP
ERS3382228,pspB,IONPJBJN_02064,8555.52447237822,386.757373666493,tvr_domi,10 min post-CSP
ERS3382229,pspB,IONPJBJN_02064,8586.02109142899,389.224949184793,tvr_domi,20 min post-CSP
ERS3382230,pspB,IONPJBJN_02064,4037.26941919893,183.683304782274,tvr_rare,Pre-CSP
ERS3382231,pspB,IONPJBJN_02064,3196.14299674874,143.096672712024,tvr_rare,10 min post-CSP
ERS3382232,pspB,IONPJBJN_02064,3045.1249206026,137.580849852063,tvr_rare,20 min post-CSP
ERS3382233,pspB,IONPJBJN_02064,4180.92082414435,186.796957468074,tvr_domi,Pre-CSP
ERS3382234,pspB,IONPJBJN_02064,3907.00325818084,176.133377010188,tvr_domi,10 min post-CSP
ERS3382235,pspB,IONPJBJN_02064,4539.88979423689,204.142811377208,tvr_domi,20 min post-CSP
ERS3382236,pspB,IONPJBJN_02064,4553.77559962509,205.593583495139,tvr_rare,Pre-CSP
ERS3382237,pspB,IONPJBJN_02064,3163.08092145302,143.08866285827,tvr_rare,10 min post-CSP
ERS3382238,pspB,IONPJBJN_02064,3162.7346322837,142.823159056054,tvr_rare,20 min post-CSP
ERS3382239,pspB,IONPJBJN_02064,3656.73889258307,164.480624208282,tvr_domi,Pre-CSP
ERS3382240,pspB,IONPJBJN_02064,4298.79712197845,193.653909122997,tvr_domi,10 min post-CSP
ERS3382241,pspB,IONPJBJN_02064,4063.19671935941,182.428177871368,tvr_domi,20 min post-CSP
ERS3382242,pspB,IONPJBJN_02064,4787.30235848139,216.259688548948,tvr_rare,Pre-CSP
ERS3382243,pspB,IONPJBJN_02064,3205.37415409433,144.04276629989,tvr_rare,10 min post-CSP
ERS3382244,pspB,IONPJBJN_02064,3358.95961571982,151.528726534755,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02065,151.315662254417,55.326486755661,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02065,136.764138439418,53.6542100891649,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02065,135.861351522263,54.4119549323063,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02065,163.313920709896,67.5922743044275,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02065,291.290315376049,112.382112178963,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02065,268.77602702001,105.737584517331,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02065,222.282157580091,87.0771101801652,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02065,179.778962186776,65.965742996783,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02065,142.68250051533,57.9751415612728,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02065,129.89139894254,50.6720414959381,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02065,215.347008537854,81.0289959743465,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02065,179.488345853644,67.6750416547141,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02065,187.87180101496,72.521875451499,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02065,181.771029009734,69.3929900200356,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02065,213.462023185594,81.2394900526145,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02065,95.4937069737502,36.3032654567326,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02065,165.275749887505,62.210923190574,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02065,170.093501625173,58.8707861302054,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02066,267.694653474747,50.2957239352891,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02066,230.582996928715,44.9879783677948,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02066,268.526082550567,54.1821371568035,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02066,209.495436563308,42.7453267937146,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02066,329.069674690615,62.8790490704725,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02066,310.220164791656,60.4022574869895,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02066,237.092966971149,44.9939826613175,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02066,317.620246861384,58.1120881089361,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02066,217.417512287693,43.0527407907445,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02066,132.721766123934,26.4252906896956,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02066,277.408921328316,51.5126226377289,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02066,234.819519733125,44.2803853565967,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02066,223.588299681344,42.8448933178981,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02066,285.883634096752,54.5120231706909,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02066,282.539777193193,52.8339055903612,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02066,93.4360073975704,17.7851710665846,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02066,235.646468438816,43.6744770576436,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02066,220.7728555082,39.6183104868319,tvr_rare,20 min post-CSP
ERS3382227,prsA,IONPJBJN_02067,136325.02233308,3418.73812838018,tvr_domi,Pre-CSP
ERS3382228,prsA,IONPJBJN_02067,130174.713238842,3219.28693107073,tvr_domi,10 min post-CSP
ERS3382229,prsA,IONPJBJN_02067,133844.01825946,3276.35313542158,tvr_domi,20 min post-CSP
ERS3382230,prsA,IONPJBJN_02067,31224.6134594019,766.449838565985,tvr_rare,Pre-CSP
ERS3382231,prsA,IONPJBJN_02067,30977.7955574947,769.851856944651,tvr_rare,10 min post-CSP
ERS3382232,prsA,IONPJBJN_02067,19804.8503485254,493.727194513312,tvr_rare,20 min post-CSP
ERS3382233,prsA,IONPJBJN_02067,98534.293169588,2445.56970197179,tvr_domi,Pre-CSP
ERS3382234,prsA,IONPJBJN_02067,51199.6626211563,1291.58265885805,tvr_domi,10 min post-CSP
ERS3382235,prsA,IONPJBJN_02067,91323.5993769094,2244.08444250647,tvr_domi,20 min post-CSP
ERS3382236,prsA,IONPJBJN_02067,29295.852532335,718.901340910869,tvr_rare,Pre-CSP
ERS3382237,prsA,IONPJBJN_02067,56380.3434219185,1411.39684661433,tvr_rare,10 min post-CSP
ERS3382238,prsA,IONPJBJN_02067,25956.5832719589,650.378827749396,tvr_rare,20 min post-CSP
ERS3382239,prsA,IONPJBJN_02067,67637.377953484,1679.40375077762,tvr_domi,Pre-CSP
ERS3382240,prsA,IONPJBJN_02067,143399.282348328,3574.14221491565,tvr_domi,10 min post-CSP
ERS3382241,prsA,IONPJBJN_02067,87222.7390069208,2183.37992429893,tvr_domi,20 min post-CSP
ERS3382242,prsA,IONPJBJN_02067,30484.5830542202,756.525931114017,tvr_rare,Pre-CSP
ERS3382243,prsA,IONPJBJN_02067,48219.5275016949,1208.11668429557,tvr_rare,10 min post-CSP
ERS3382244,prsA,IONPJBJN_02067,29614.283757623,753.509830333694,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_02068,2976.37590073021,109.421457628055,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_02068,3307.52447430815,120.85903174482,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_02068,3115.5708112466,113.611929559566,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_02068,2901.06943779995,106.231009427492,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_02068,3052.56626056667,111.19598684575,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_02068,2301.65290539122,84.4277451631895,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_02068,2498.73812635482,90.7772662713645,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_02068,2359.26840042647,86.8263989524536,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_02068,2298.69160891709,83.5336921263785,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_02068,4188.57027195338,152.590770940427,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_02068,7017.836392593,258.114485494472,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_02068,3172.80703557123,116.565233281226,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_02068,3292.60144823761,120.303823897011,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_02068,3278.49321936536,120.067263785756,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_02068,2817.25983915476,103.088997262808,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_02068,5241.62142083019,191.863173259849,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_02068,5751.83977050953,210.744840734724,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_02068,3914.98157152586,144.700066215417,tvr_rare,20 min post-CSP
ERS3382227,pepF1_2,IONPJBJN_02069,9653.89456113467,109.044895617179,tvr_domi,Pre-CSP
ERS3382228,pepF1_2,IONPJBJN_02069,10374.4335626184,114.293129031698,tvr_domi,10 min post-CSP
ERS3382229,pepF1_2,IONPJBJN_02069,9947.98496338812,107.600116929049,tvr_domi,20 min post-CSP
ERS3382230,pepF1_2,IONPJBJN_02069,8281.31052618921,89.5451969591002,tvr_rare,Pre-CSP
ERS3382231,pepF1_2,IONPJBJN_02069,7394.64780386176,82.6794188159,tvr_rare,10 min post-CSP
ERS3382232,pepF1_2,IONPJBJN_02069,5648.78197792179,63.0542573633817,tvr_rare,20 min post-CSP
ERS3382233,pepF1_2,IONPJBJN_02069,6819.02297797065,76.4427162806497,tvr_domi,Pre-CSP
ERS3382234,pepF1_2,IONPJBJN_02069,5819.98528000704,66.3894921222274,tvr_domi,10 min post-CSP
ERS3382235,pepF1_2,IONPJBJN_02069,6661.91979246413,72.6800157587014,tvr_domi,20 min post-CSP
ERS3382236,pepF1_2,IONPJBJN_02069,12069.6856693209,131.065928071303,tvr_rare,Pre-CSP
ERS3382237,pepF1_2,IONPJBJN_02069,18378.1474900796,206.326728037852,tvr_rare,10 min post-CSP
ERS3382238,pepF1_2,IONPJBJN_02069,8060.6696491006,90.724697159108,tvr_rare,20 min post-CSP
ERS3382239,pepF1_2,IONPJBJN_02069,8699.35109655686,96.7411644597462,tvr_domi,Pre-CSP
ERS3382240,pepF1_2,IONPJBJN_02069,9117.97195820724,102.224664827164,tvr_domi,10 min post-CSP
ERS3382241,pepF1_2,IONPJBJN_02069,7749.80447448551,87.8596953902511,tvr_domi,20 min post-CSP
ERS3382242,pepF1_2,IONPJBJN_02069,15763.2892578136,174.753588830289,tvr_rare,Pre-CSP
ERS3382243,pepF1_2,IONPJBJN_02069,15924.5616100628,180.002088925445,tvr_rare,10 min post-CSP
ERS3382244,pepF1_2,IONPJBJN_02069,10075.2482842392,116.856481759997,tvr_rare,20 min post-CSP
ERS3382227,coiA,IONPJBJN_02070,915.622131799309,22.5817490573209,tvr_domi,Pre-CSP
ERS3382228,coiA,IONPJBJN_02070,919.776223437981,22.362577051247,tvr_domi,10 min post-CSP
ERS3382229,coiA,IONPJBJN_02070,1009.23405811534,24.2818719646814,tvr_domi,20 min post-CSP
ERS3382230,coiA,IONPJBJN_02070,1360.72479389969,32.8257491629208,tvr_rare,Pre-CSP
ERS3382231,coiA,IONPJBJN_02070,6836.39291659482,167.078499518842,tvr_rare,10 min post-CSP
ERS3382232,coiA,IONPJBJN_02070,4141.7712264407,101.525477161853,tvr_rare,20 min post-CSP
ERS3382233,coiA,IONPJBJN_02070,1752.84614833845,42.788241138354,tvr_domi,Pre-CSP
ERS3382234,coiA,IONPJBJN_02070,2192.62438181869,54.4029414673704,tvr_domi,10 min post-CSP
ERS3382235,coiA,IONPJBJN_02070,1516.78104799395,36.6387332137335,tvr_domi,20 min post-CSP
ERS3382236,coiA,IONPJBJN_02070,1065.24709649233,25.6940053066175,tvr_rare,Pre-CSP
ERS3382237,coiA,IONPJBJN_02070,13519.5771596504,332.862494555496,tvr_rare,10 min post-CSP
ERS3382238,coiA,IONPJBJN_02070,4248.72284128442,104.686711128153,tvr_rare,20 min post-CSP
ERS3382239,coiA,IONPJBJN_02070,1748.47431082333,42.6879275391967,tvr_domi,Pre-CSP
ERS3382240,coiA,IONPJBJN_02070,1464.55649272637,35.8975776818059,tvr_domi,10 min post-CSP
ERS3382241,coiA,IONPJBJN_02070,1561.96329171039,38.4586245268683,tvr_domi,20 min post-CSP
ERS3382242,coiA,IONPJBJN_02070,679.218299680669,16.5727736011175,tvr_rare,Pre-CSP
ERS3382243,coiA,IONPJBJN_02070,9483.77758505684,233.68945587459,tvr_rare,10 min post-CSP
ERS3382244,coiA,IONPJBJN_02070,4430.2394543256,110.897596849624,tvr_rare,20 min post-CSP
ERS3382227,tehB,IONPJBJN_02071,8611.43822902016,243.636394433246,tvr_domi,Pre-CSP
ERS3382228,tehB,IONPJBJN_02071,9498.23775874483,265.660935924023,tvr_domi,10 min post-CSP
ERS3382229,tehB,IONPJBJN_02071,9907.81644366213,274.741541901982,tvr_domi,20 min post-CSP
ERS3382230,tehB,IONPJBJN_02071,7080.36385467375,197.018737177677,tvr_rare,Pre-CSP
ERS3382231,tehB,IONPJBJN_02071,6174.69143679918,173.017133568797,tvr_rare,10 min post-CSP
ERS3382232,tehB,IONPJBJN_02071,6309.98043679398,177.639105993848,tvr_rare,20 min post-CSP
ERS3382233,tehB,IONPJBJN_02071,6514.77756588503,182.27962038125,tvr_domi,Pre-CSP
ERS3382234,tehB,IONPJBJN_02071,7513.81900339014,213.555091478845,tvr_domi,10 min post-CSP
ERS3382235,tehB,IONPJBJN_02071,7256.71539295245,201.79218436631,tvr_domi,20 min post-CSP
ERS3382236,tehB,IONPJBJN_02071,7012.09802917645,194.835722381881,tvr_rare,Pre-CSP
ERS3382237,tehB,IONPJBJN_02071,6373.16024179503,180.157445355723,tvr_rare,10 min post-CSP
