Sample,gene_name,Locus,Scaled reads per base,tpm,Genotype,Timepoint
ERS3382233,NA,IONPJBJN_00141,5291.90729666346,78.6577327895231,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00141,5260.70056002205,79.5429541921547,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00141,6081.75888161875,88.3817978960272,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00141,14022.6386795569,203.005500219594,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00141,9206.36560878197,137.311799949668,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00141,7702.64149588029,115.129142932817,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00141,7669.16478249092,113.336213198407,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00141,7000.10283296134,104.173338770541,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00141,7590.69013141032,114.019433445898,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00141,18127.5566171014,267.262169141381,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00141,11045.6348595555,165.605101704688,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00141,8696.60733516584,133.409855505106,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00142,6739.12384341471,108.660030093782,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00142,6578.34964793049,103.846647938709,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00142,8781.84262509316,136.492825859983,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00142,9772.57300177536,152.005078547866,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00142,5575.41462490879,89.0177075558976,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00142,5041.7636659071,80.5014969437537,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00142,5362.57074721238,85.7257291772132,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00142,4393.23854535146,71.4349184850701,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00142,5633.31017755989,88.1704893863508,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00142,13115.4655308627,204.550686064763,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00142,7804.39450230111,125.264905791408,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00142,7178.87652492885,115.456622372675,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00142,7376.47202659299,117.322151020422,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00142,6779.11273378735,108.537884146454,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00142,7478.92469319488,120.794885467207,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00142,17491.2839004288,277.606785875189,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00142,9894.89145899339,159.570085317596,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00142,8383.53925447739,138.211761042474,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00143,5039.54555919092,138.631094831259,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00143,5137.90209601266,139.651170355626,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00143,5980.0883742058,161.089923035879,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00143,6714.85834595165,181.461293016222,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00143,3922.05270638977,106.860435658712,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00143,3619.03314287103,99.0391646711167,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00143,3821.71495052068,103.99527039853,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00143,3522.35233851769,97.3904113316513,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00143,4030.81166165725,108.904750082909,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00143,9286.64976079493,250.687924389656,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00143,5449.15398439272,149.749512433117,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00143,5209.26384570411,143.158884789534,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00143,5305.34428407115,144.595863690346,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00143,4843.03494976428,132.440341416933,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00143,5412.08993920095,148.463779499434,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00143,12135.5176405508,330.737099823455,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00143,6544.97041771589,179.807286317725,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00143,6757.86802298581,188.199869200823,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00144,4088.89302920932,122.621083612338,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00144,4128.67132715303,122.607169139837,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00144,4982.1517122634,146.803401812855,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00144,6005.77765903079,177.557501090019,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00144,3409.27864859666,101.287766145431,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00144,3253.8188196093,97.154649731539,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00144,3307.44206041466,98.0854511935631,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00144,3138.84281624227,94.4827160011235,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00144,3649.26439596615,107.699936963603,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00144,8082.79595145492,238.425493649407,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00144,4468.39494342635,133.933254669868,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00144,4451.08658006111,133.41190945796,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00144,4704.59432314679,139.849895585203,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00144,4318.6805499247,128.832412082299,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00144,4679.8336198584,139.869332730957,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00144,10466.2906378414,311.487134765782,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00144,5772.48932582141,172.814638840192,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00144,6068.13990771907,183.829396245295,tvr_rare,20 min post-CSP
ERS3382227,tarA,IONPJBJN_00145,2417.09747457839,83.8104258167618,tvr_domi,Pre-CSP
ERS3382228,tarA,IONPJBJN_00145,2162.96503416961,74.4014721245479,tvr_domi,10 min post-CSP
ERS3382229,tarA,IONPJBJN_00145,2737.73567257407,93.8509971121242,tvr_domi,20 min post-CSP
ERS3382230,tarA,IONPJBJN_00145,3427.39737035977,117.944144104069,tvr_rare,Pre-CSP
ERS3382231,tarA,IONPJBJN_00145,2711.01414902795,93.0609480070051,tvr_rare,10 min post-CSP
ERS3382232,tarA,IONPJBJN_00145,2948.80465952258,101.894751787305,tvr_rare,20 min post-CSP
ERS3382233,tarA,IONPJBJN_00145,2114.01489558848,72.4222458570767,tvr_domi,Pre-CSP
ERS3382234,tarA,IONPJBJN_00145,2491.6704974025,86.5911139543267,tvr_domi,10 min post-CSP
ERS3382235,tarA,IONPJBJN_00145,2330.05165815197,79.7454269220058,tvr_domi,20 min post-CSP
ERS3382236,tarA,IONPJBJN_00145,4904.1858287344,168.065110563224,tvr_rare,Pre-CSP
ERS3382237,tarA,IONPJBJN_00145,3308.50992933592,114.693189740145,tvr_rare,10 min post-CSP
ERS3382238,tarA,IONPJBJN_00145,3281.77212568176,113.60523298392,tvr_rare,20 min post-CSP
ERS3382239,tarA,IONPJBJN_00145,3226.53431698506,111.058844139728,tvr_domi,Pre-CSP
ERS3382240,tarA,IONPJBJN_00145,2935.9301607486,101.276892333612,tvr_domi,10 min post-CSP
ERS3382241,tarA,IONPJBJN_00145,3077.67881588335,106.195418885178,tvr_domi,20 min post-CSP
ERS3382242,tarA,IONPJBJN_00145,6070.01911411793,209.338409623065,tvr_rare,Pre-CSP
ERS3382243,tarA,IONPJBJN_00145,3716.91995613867,128.40082406023,tvr_rare,10 min post-CSP
ERS3382244,tarA,IONPJBJN_00145,3900.30650524359,136.063883523215,tvr_rare,20 min post-CSP
ERS3382227,epsL,IONPJBJN_00146,5040.75350395583,79.1349650808362,tvr_domi,Pre-CSP
ERS3382228,epsL,IONPJBJN_00146,4809.90209613328,73.9047570812,tvr_domi,10 min post-CSP
ERS3382229,epsL,IONPJBJN_00146,5845.77488637205,88.4134754776028,tvr_domi,20 min post-CSP
ERS3382230,epsL,IONPJBJN_00146,6207.32783955469,93.9432071069222,tvr_rare,Pre-CSP
ERS3382231,epsL,IONPJBJN_00146,5331.06663910825,82.8716942262017,tvr_rare,10 min post-CSP
ERS3382232,epsL,IONPJBJN_00146,5165.17400041587,80.2849067253586,tvr_rare,20 min post-CSP
ERS3382233,epsL,IONPJBJN_00146,4149.51484612261,64.5922898135001,tvr_domi,Pre-CSP
ERS3382234,epsL,IONPJBJN_00146,4631.79059938587,73.3390609601934,tvr_domi,10 min post-CSP
ERS3382235,epsL,IONPJBJN_00146,4360.09217862355,66.4155219635215,tvr_domi,20 min post-CSP
ERS3382236,epsL,IONPJBJN_00146,8461.23899889299,128.417182947803,tvr_rare,Pre-CSP
ERS3382237,epsL,IONPJBJN_00146,5928.00559571446,92.6288235033981,tvr_rare,10 min post-CSP
ERS3382238,epsL,IONPJBJN_00146,6147.82869749647,96.2612697580353,tvr_rare,20 min post-CSP
ERS3382239,epsL,IONPJBJN_00146,5954.49225975029,92.1952143263193,tvr_domi,Pre-CSP
ERS3382240,epsL,IONPJBJN_00146,5714.49719175119,89.0792591165317,tvr_domi,10 min post-CSP
ERS3382241,epsL,IONPJBJN_00146,6186.7400454528,97.3089544562288,tvr_domi,20 min post-CSP
ERS3382242,epsL,IONPJBJN_00146,10934.1714632454,168.923226471436,tvr_rare,Pre-CSP
ERS3382243,epsL,IONPJBJN_00146,6343.16794534978,99.6033012929833,tvr_rare,10 min post-CSP
ERS3382244,epsL,IONPJBJN_00146,6833.68919877755,109.73399823865,tvr_rare,20 min post-CSP
ERS3382227,cpsD,IONPJBJN_00147,4452.48440344625,174.251107795667,tvr_domi,Pre-CSP
ERS3382228,cpsD,IONPJBJN_00147,4238.76922921044,165.222538690099,tvr_domi,10 min post-CSP
ERS3382229,cpsD,IONPJBJN_00147,4680.88781431852,182.196459795246,tvr_domi,20 min post-CSP
ERS3382230,cpsD,IONPJBJN_00147,4657.584482573,182.190998390417,tvr_rare,Pre-CSP
ERS3382231,cpsD,IONPJBJN_00147,3372.71562882358,130.761648299568,tvr_rare,10 min post-CSP
ERS3382232,cpsD,IONPJBJN_00147,3464.51939072184,135.328734197863,tvr_rare,20 min post-CSP
ERS3382233,cpsD,IONPJBJN_00147,3026.75113184535,117.004456284599,tvr_domi,Pre-CSP
ERS3382234,cpsD,IONPJBJN_00147,3154.82237967042,123.499126225307,tvr_domi,10 min post-CSP
ERS3382235,cpsD,IONPJBJN_00147,3657.62707576212,141.779042903503,tvr_domi,20 min post-CSP
ERS3382236,cpsD,IONPJBJN_00147,6470.13020815404,251.645381531505,tvr_rare,Pre-CSP
ERS3382237,cpsD,IONPJBJN_00147,4055.16373810056,158.863152270577,tvr_rare,10 min post-CSP
ERS3382238,cpsD,IONPJBJN_00147,4343.03716297673,169.827476076707,tvr_rare,20 min post-CSP
ERS3382239,cpsD,IONPJBJN_00147,4462.60424937291,173.662809881859,tvr_domi,Pre-CSP
ERS3382240,cpsD,IONPJBJN_00147,4365.26458111305,170.218547805478,tvr_domi,10 min post-CSP
ERS3382241,cpsD,IONPJBJN_00147,4451.34762547708,173.28347037666,tvr_domi,20 min post-CSP
ERS3382242,cpsD,IONPJBJN_00147,8152.87989001056,317.899968892545,tvr_rare,Pre-CSP
ERS3382243,cpsD,IONPJBJN_00147,4456.54948276424,173.797440039469,tvr_rare,10 min post-CSP
ERS3382244,cpsD,IONPJBJN_00147,5270.79463971568,206.814103694448,tvr_rare,20 min post-CSP
ERS3382227,ywqC,IONPJBJN_00148,4872.84918163379,187.073845080754,tvr_domi,Pre-CSP
ERS3382228,ywqC,IONPJBJN_00148,4867.24475345485,186.00118971117,tvr_domi,10 min post-CSP
ERS3382229,ywqC,IONPJBJN_00148,5434.04755918071,207.309591395521,tvr_domi,20 min post-CSP
ERS3382230,ywqC,IONPJBJN_00148,5157.80487879552,197.757829326752,tvr_rare,Pre-CSP
ERS3382231,ywqC,IONPJBJN_00148,3114.99092847191,118.47967660763,tvr_rare,10 min post-CSP
ERS3382232,ywqC,IONPJBJN_00148,3329.06902357806,127.539814827591,tvr_rare,20 min post-CSP
ERS3382233,ywqC,IONPJBJN_00148,2916.83020876925,110.614016405681,tvr_domi,Pre-CSP
ERS3382234,ywqC,IONPJBJN_00148,3007.58211665396,115.535291020295,tvr_domi,10 min post-CSP
ERS3382235,ywqC,IONPJBJN_00148,3286.53315981598,124.880074817694,tvr_domi,20 min post-CSP
ERS3382236,ywqC,IONPJBJN_00148,6796.40106592472,259.063081182717,tvr_rare,Pre-CSP
ERS3382237,ywqC,IONPJBJN_00148,3617.98995220867,139.066026369964,tvr_rare,10 min post-CSP
ERS3382238,ywqC,IONPJBJN_00148,4375.08571889159,167.926341025321,tvr_rare,20 min post-CSP
ERS3382239,ywqC,IONPJBJN_00148,4235.97862472753,161.693591270246,tvr_domi,Pre-CSP
ERS3382240,ywqC,IONPJBJN_00148,4365.26458111305,166.963804548449,tvr_domi,10 min post-CSP
ERS3382241,ywqC,IONPJBJN_00148,4498.14596167566,171.835399136269,tvr_domi,20 min post-CSP
ERS3382242,ywqC,IONPJBJN_00148,8507.74602328798,325.448146980782,tvr_rare,Pre-CSP
ERS3382243,ywqC,IONPJBJN_00148,4539.14770401177,173.668922114003,tvr_rare,10 min post-CSP
ERS3382244,ywqC,IONPJBJN_00148,5450.15656094344,209.917529399158,tvr_rare,20 min post-CSP
ERS3382227,cpsB,IONPJBJN_00149,7791.24373364848,276.506627585729,tvr_domi,Pre-CSP
ERS3382228,cpsB,IONPJBJN_00149,7383.44055672533,260.056882915015,tvr_domi,10 min post-CSP
ERS3382229,cpsB,IONPJBJN_00149,7580.55283203796,266.283156687875,tvr_domi,20 min post-CSP
ERS3382230,cpsB,IONPJBJN_00149,6405.74511571811,225.894234702282,tvr_rare,Pre-CSP
ERS3382231,cpsB,IONPJBJN_00149,4447.31169776394,156.256408957615,tvr_rare,10 min post-CSP
ERS3382232,cpsB,IONPJBJN_00149,4472.87212390326,158.226500986263,tvr_rare,20 min post-CSP
ERS3382233,cpsB,IONPJBJN_00149,4769.78291205201,167.236358785538,tvr_domi,Pre-CSP
ERS3382234,cpsB,IONPJBJN_00149,4445.74282518679,158.043918440683,tvr_domi,10 min post-CSP
ERS3382235,cpsB,IONPJBJN_00149,4821.08490237636,168.879736432162,tvr_domi,20 min post-CSP
ERS3382236,cpsB,IONPJBJN_00149,8783.61640967356,308.342302409526,tvr_rare,Pre-CSP
ERS3382237,cpsB,IONPJBJN_00149,5536.94344646837,196.462282182212,tvr_rare,10 min post-CSP
ERS3382238,cpsB,IONPJBJN_00149,6542.48377176233,231.878135048226,tvr_rare,20 min post-CSP
ERS3382239,cpsB,IONPJBJN_00149,5856.92800778431,206.339038719289,tvr_domi,Pre-CSP
ERS3382240,cpsB,IONPJBJN_00149,6072.96699272495,214.456318585452,tvr_domi,10 min post-CSP
ERS3382241,cpsB,IONPJBJN_00149,6180.68379018005,218.234181175802,tvr_domi,20 min post-CSP
ERS3382242,cpsB,IONPJBJN_00149,10699.1009036221,377.841682482341,tvr_rare,Pre-CSP
ERS3382243,cpsB,IONPJBJN_00149,6655.72712347962,235.296567602036,tvr_rare,10 min post-CSP
ERS3382244,cpsB,IONPJBJN_00149,7626.14277802018,272.131170657157,tvr_rare,20 min post-CSP
ERS3382227,ywtF,IONPJBJN_00150,22389.2562175464,328.959779545152,tvr_domi,Pre-CSP
ERS3382228,ywtF,IONPJBJN_00150,21714.5174745321,312.011745202584,tvr_domi,10 min post-CSP
ERS3382229,ywtF,IONPJBJN_00150,22496.8815790337,317.999770894327,tvr_domi,20 min post-CSP
ERS3382230,ywtF,IONPJBJN_00150,26332.0611497933,372.372411149639,tvr_rare,Pre-CSP
ERS3382231,ywtF,IONPJBJN_00150,12496.5267336607,181.793835451782,tvr_rare,10 min post-CSP
ERS3382232,ywtF,IONPJBJN_00150,14506.2326530716,210.933927731459,tvr_rare,20 min post-CSP
ERS3382233,ywtF,IONPJBJN_00150,16327.1828240529,237.911996888885,tvr_domi,Pre-CSP
ERS3382234,ywtF,IONPJBJN_00150,12400.1412202386,183.810966022098,tvr_domi,10 min post-CSP
ERS3382235,ywtF,IONPJBJN_00150,16191.1934199713,230.583295083931,tvr_domi,20 min post-CSP
ERS3382236,ywtF,IONPJBJN_00150,31086.0594583846,440.990925506443,tvr_rare,Pre-CSP
ERS3382237,ywtF,IONPJBJN_00150,16150.6007351903,236.11093895805,tvr_rare,10 min post-CSP
ERS3382238,ywtF,IONPJBJN_00150,20741.825388098,303.888554059201,tvr_rare,20 min post-CSP
ERS3382239,ywtF,IONPJBJN_00150,17989.4652621046,260.577087351863,tvr_domi,Pre-CSP
ERS3382240,ywtF,IONPJBJN_00150,18587.0284441511,271.143778387587,tvr_domi,10 min post-CSP
ERS3382241,ywtF,IONPJBJN_00150,16741.6918485476,246.546115145943,tvr_domi,20 min post-CSP
ERS3382242,ywtF,IONPJBJN_00150,36789.6727279614,531.613013611293,tvr_rare,Pre-CSP
ERS3382243,ywtF,IONPJBJN_00150,19580.4715164163,287.785856218314,tvr_rare,10 min post-CSP
ERS3382244,ywtF,IONPJBJN_00150,21709.3147202396,326.547142445422,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00151,1290.34497783282,164.999330544405,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00151,1029.00607769533,135.3704846835,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00151,1246.92962334006,169.41846016594,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00151,1093.06264685064,149.627330024567,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00151,1280.42029165198,164.625464796648,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00151,1380.06988996126,182.153320473821,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00151,1349.25883241568,172.862742392013,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00151,1123.51845115779,140.673911252894,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00151,1194.75594933004,158.793629648582,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00151,883.386698681879,118.597497701068,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00151,1032.70046793955,130.614804783419,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00151,968.41932152323,123.891726005347,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00151,1005.31157527995,129.947939301088,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00151,1015.3398748413,130.840023187436,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00151,1045.3185777151,132.662092835101,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00151,726.340578880592,94.0041126561676,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00151,978.546693769848,124.315891481345,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00151,890.538007779585,110.748077815667,tvr_rare,20 min post-CSP
ERS3382227,dexB,IONPJBJN_00152,26237.7682385393,340.213273396953,tvr_domi,Pre-CSP
ERS3382228,dexB,IONPJBJN_00152,26801.9580321018,339.403513142316,tvr_domi,10 min post-CSP
ERS3382229,dexB,IONPJBJN_00152,26314.1462192436,327.479505118699,tvr_domi,20 min post-CSP
ERS3382230,dexB,IONPJBJN_00152,11897.726459631,148.0753202591,tvr_rare,Pre-CSP
ERS3382231,dexB,IONPJBJN_00152,8325.66713662004,106.874581377262,tvr_rare,10 min post-CSP
ERS3382232,dexB,IONPJBJN_00152,8204.27890470097,105.204006427997,tvr_rare,20 min post-CSP
ERS3382233,dexB,IONPJBJN_00152,18625.7078405191,239.605171114229,tvr_domi,Pre-CSP
ERS3382234,dexB,IONPJBJN_00152,14278.881320433,186.887460670996,tvr_domi,10 min post-CSP
ERS3382235,dexB,IONPJBJN_00152,18600.6905361849,233.356368825807,tvr_domi,20 min post-CSP
ERS3382236,dexB,IONPJBJN_00152,14891.656047748,186.027497704686,tvr_rare,Pre-CSP
ERS3382237,dexB,IONPJBJN_00152,8904.86644609792,114.824747933682,tvr_rare,10 min post-CSP
ERS3382238,dexB,IONPJBJN_00152,10453.3232664015,135.108945456209,tvr_rare,20 min post-CSP
ERS3382239,dexB,IONPJBJN_00152,17690.6267265552,225.985679603315,tvr_domi,Pre-CSP
ERS3382240,dexB,IONPJBJN_00152,16922.5014760796,217.825363367122,tvr_domi,10 min post-CSP
ERS3382241,dexB,IONPJBJN_00152,16451.5421641163,213.959543376823,tvr_domi,20 min post-CSP
ERS3382242,dexB,IONPJBJN_00152,14871.603336935,189.450701246245,tvr_rare,Pre-CSP
ERS3382243,dexB,IONPJBJN_00152,9258.50970892722,120.113545934751,tvr_rare,10 min post-CSP
ERS3382244,dexB,IONPJBJN_00152,10087.4775061411,134.110390037247,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00153,25632.587911321,364.917915780426,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00153,25499.1328577557,354.88624284224,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00153,24993.6061332518,342.105680079173,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00153,18394.3258018029,251.860398330036,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00153,11009.0360755757,155.175803592763,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00153,10693.5556519876,150.635945196848,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00153,14752.9581757131,208.317285520412,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00153,10543.0876704109,151.450366700943,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00153,13968.8112641924,192.664553863848,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00153,22108.5493886039,303.719192876616,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00153,11989.0255279072,169.80376228425,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00153,14228.6431531721,201.970738076209,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00153,14227.4798929913,199.648400267968,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00153,15473.8517257102,218.710679606559,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00153,13681.0806611602,195.253763909017,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00153,23596.337569106,330.289090534264,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00153,13686.9007071753,194.927470630387,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00153,14811.2182861121,215.955464885196,tvr_rare,20 min post-CSP
ERS3382227,luxS,IONPJBJN_00154,5096.31896314154,341.664158812764,tvr_domi,Pre-CSP
ERS3382228,luxS,IONPJBJN_00154,5241.11887919148,355.10357096089,tvr_domi,10 min post-CSP
ERS3382229,luxS,IONPJBJN_00154,4929.43053012305,336.483481300196,tvr_domi,20 min post-CSP
ERS3382230,luxS,IONPJBJN_00154,5305.05138373785,365.023502252257,tvr_rare,Pre-CSP
ERS3382231,luxS,IONPJBJN_00154,3753.5061030456,249.962624792232,tvr_rare,10 min post-CSP
ERS3382232,luxS,IONPJBJN_00154,3423.38261255225,231.305210953521,tvr_rare,20 min post-CSP
ERS3382233,luxS,IONPJBJN_00154,4090.62863733184,272.002557390092,tvr_domi,Pre-CSP
ERS3382234,luxS,IONPJBJN_00154,3311.19382178867,220.190864151488,tvr_domi,10 min post-CSP
ERS3382235,luxS,IONPJBJN_00154,3934.6408440036,265.700004453074,tvr_domi,20 min post-CSP
ERS3382236,luxS,IONPJBJN_00154,5406.44049045776,367.563504853987,tvr_rare,Pre-CSP
ERS3382237,luxS,IONPJBJN_00154,4288.3822080591,285.182480630455,tvr_rare,10 min post-CSP
ERS3382238,luxS,IONPJBJN_00154,4014.31054659287,268.614129213716,tvr_rare,20 min post-CSP
ERS3382239,luxS,IONPJBJN_00154,3822.67494317087,254.40359006707,tvr_domi,Pre-CSP
ERS3382240,luxS,IONPJBJN_00154,3971.57270777737,265.767404427701,tvr_domi,10 min post-CSP
ERS3382241,luxS,IONPJBJN_00154,3433.34617099259,227.338112163997,tvr_domi,20 min post-CSP
ERS3382242,luxS,IONPJBJN_00154,6161.56101474045,413.955721290952,tvr_rare,Pre-CSP
ERS3382243,luxS,IONPJBJN_00154,4954.01604255048,328.712056231714,tvr_rare,10 min post-CSP
ERS3382244,luxS,IONPJBJN_00154,4030.75153886378,265.369896033894,tvr_rare,20 min post-CSP
ERS3382227,clpC_1,IONPJBJN_00155,36639.3806091513,349.029666715426,tvr_domi,Pre-CSP
ERS3382228,clpC_1,IONPJBJN_00155,77398.8251463621,718.11861495151,tvr_domi,10 min post-CSP
ERS3382229,clpC_1,IONPJBJN_00155,106749.096438043,971.407759414502,tvr_domi,20 min post-CSP
ERS3382230,clpC_1,IONPJBJN_00155,15547.5600395845,141.383424965039,tvr_rare,Pre-CSP
ERS3382231,clpC_1,IONPJBJN_00155,18207.4920660209,171.666056065514,tvr_rare,10 min post-CSP
ERS3382232,clpC_1,IONPJBJN_00155,16520.9314473286,155.409244905374,tvr_rare,20 min post-CSP
ERS3382233,clpC_1,IONPJBJN_00155,34152.0382250176,323.000461878618,tvr_domi,Pre-CSP
ERS3382234,clpC_1,IONPJBJN_00155,43764.6000375191,421.247701517678,tvr_domi,10 min post-CSP
ERS3382235,clpC_1,IONPJBJN_00155,65740.07121109,603.75527957748,tvr_domi,20 min post-CSP
ERS3382236,clpC_1,IONPJBJN_00155,13097.5556747083,119.680917321651,tvr_rare,Pre-CSP
ERS3382237,clpC_1,IONPJBJN_00155,17794.6579340616,168.386986899523,tvr_rare,10 min post-CSP
ERS3382238,clpC_1,IONPJBJN_00155,14928.2173451422,141.648199353168,tvr_rare,20 min post-CSP
ERS3382239,clpC_1,IONPJBJN_00155,23221.8284128153,217.632466431209,tvr_domi,Pre-CSP
ERS3382240,clpC_1,IONPJBJN_00155,38489.203622461,363.864028497095,tvr_domi,10 min post-CSP
ERS3382241,clpC_1,IONPJBJN_00155,49583.6630553915,474.418968701198,tvr_domi,20 min post-CSP
ERS3382242,clpC_1,IONPJBJN_00155,9784.81204431819,91.3861410985132,tvr_rare,Pre-CSP
ERS3382243,clpC_1,IONPJBJN_00155,16050.3361742352,153.035121994916,tvr_rare,10 min post-CSP
ERS3382244,clpC_1,IONPJBJN_00155,13408.9341746951,131.365126288534,tvr_rare,20 min post-CSP
